city_departure,city_arrival,flight_no,scheduled_departure,scheduled_arrival,model,avg_amount
Москва,Санкт-Петербург,PG0012,2016-10-31 06:55:00+00:00,2016-10-31 08:40:00+00:00,Bombardier CRJ-200,12471.428571428571
Москва,Санкт-Петербург,PG0012,2016-11-03 06:55:00+00:00,2016-11-03 08:40:00+00:00,Bombardier CRJ-200,12484.615384615385
Москва,Санкт-Петербург,PG0012,2016-11-05 06:55:00+00:00,2016-11-05 08:40:00+00:00,Bombardier CRJ-200,12300.000000000000
Москва,Санкт-Петербург,PG0012,2016-11-07 06:55:00+00:00,2016-11-07 08:40:00+00:00,Bombardier CRJ-200,12540.000000000000
Москва,Санкт-Петербург,PG0012,2016-11-10 06:55:00+00:00,2016-11-10 08:40:00+00:00,Bombardier CRJ-200,12300.000000000000
Москва,Санкт-Петербург,PG0013,2016-09-13 14:15:00+00:00,2016-09-13 16:00:00+00:00,Boeing 777-300,16971.739130434783
Москва,Санкт-Петербург,PG0013,2016-09-14 14:15:00+00:00,2016-09-14 16:00:00+00:00,Boeing 777-300,18358.695652173913
Москва,Санкт-Петербург,PG0013,2016-09-15 14:15:00+00:00,2016-09-15 16:00:00+00:00,Boeing 777-300,17761.702127659574
Москва,Санкт-Петербург,PG0013,2016-09-16 14:15:00+00:00,2016-09-16 16:00:00+00:00,Boeing 777-300,17731.578947368421
Москва,Санкт-Петербург,PG0013,2016-09-17 14:15:00+00:00,2016-09-17 16:00:00+00:00,Boeing 777-300,16890.816326530612
Москва,Санкт-Петербург,PG0013,2016-09-18 14:15:00+00:00,2016-09-18 16:00:00+00:00,Boeing 777-300,18091.228070175439
Москва,Санкт-Петербург,PG0013,2016-09-19 14:15:00+00:00,2016-09-19 16:00:00+00:00,Boeing 777-300,17650.400000000000
Москва,Санкт-Петербург,PG0013,2016-09-20 14:15:00+00:00,2016-09-20 16:00:00+00:00,Boeing 777-300,18314.102564102564
Москва,Санкт-Петербург,PG0013,2016-09-21 14:15:00+00:00,2016-09-21 16:00:00+00:00,Boeing 777-300,16538.000000000000
Москва,Санкт-Петербург,PG0013,2016-09-22 14:15:00+00:00,2016-09-22 16:00:00+00:00,Boeing 777-300,17452.156862745098
Москва,Санкт-Петербург,PG0013,2016-09-23 14:15:00+00:00,2016-09-23 16:00:00+00:00,Boeing 777-300,16655.144032921811
Москва,Санкт-Петербург,PG0013,2016-09-24 14:15:00+00:00,2016-09-24 16:00:00+00:00,Boeing 777-300,17221.268656716418
Москва,Санкт-Петербург,PG0013,2016-09-25 14:15:00+00:00,2016-09-25 16:00:00+00:00,Boeing 777-300,17030.645161290323
Москва,Санкт-Петербург,PG0013,2016-09-26 14:15:00+00:00,2016-09-26 16:00:00+00:00,Boeing 777-300,17413.057324840764
Москва,Санкт-Петербург,PG0013,2016-09-27 14:15:00+00:00,2016-09-27 16:00:00+00:00,Boeing 777-300,17457.053291536050
Москва,Санкт-Петербург,PG0013,2016-09-28 14:15:00+00:00,2016-09-28 16:00:00+00:00,Boeing 777-300,17183.757961783439
Москва,Санкт-Петербург,PG0013,2016-09-29 14:15:00+00:00,2016-09-29 16:00:00+00:00,Boeing 777-300,17403.205128205128
Москва,Санкт-Петербург,PG0013,2016-09-30 14:15:00+00:00,2016-09-30 16:00:00+00:00,Boeing 777-300,17358.359621451104
Москва,Санкт-Петербург,PG0013,2016-10-01 14:15:00+00:00,2016-10-01 16:00:00+00:00,Boeing 777-300,17408.454810495627
Москва,Санкт-Петербург,PG0013,2016-10-02 14:15:00+00:00,2016-10-02 16:00:00+00:00,Boeing 777-300,17299.687500000000
Москва,Санкт-Петербург,PG0013,2016-10-03 14:15:00+00:00,2016-10-03 16:00:00+00:00,Boeing 777-300,17331.724137931034
Москва,Санкт-Петербург,PG0013,2016-10-04 14:15:00+00:00,2016-10-04 16:00:00+00:00,Boeing 777-300,17410.071942446043
Москва,Санкт-Петербург,PG0013,2016-10-05 14:15:00+00:00,2016-10-05 16:00:00+00:00,Boeing 777-300,17144.514106583072
Москва,Санкт-Петербург,PG0013,2016-10-06 14:15:00+00:00,2016-10-06 16:00:00+00:00,Boeing 777-300,17285.855263157895
Москва,Санкт-Петербург,PG0013,2016-10-07 14:15:00+00:00,2016-10-07 16:00:00+00:00,Boeing 777-300,17365.689149560117
Москва,Санкт-Петербург,PG0013,2016-10-08 14:15:00+00:00,2016-10-08 16:00:00+00:00,Boeing 777-300,17438.507462686567
Москва,Санкт-Петербург,PG0013,2016-10-09 14:15:00+00:00,2016-10-09 16:00:00+00:00,Boeing 777-300,17397.247706422018
Москва,Санкт-Петербург,PG0013,2016-10-10 14:15:00+00:00,2016-10-10 16:00:00+00:00,Boeing 777-300,17117.073170731707
Москва,Санкт-Петербург,PG0013,2016-10-11 14:15:00+00:00,2016-10-11 16:00:00+00:00,Boeing 777-300,17509.463722397476
Москва,Санкт-Петербург,PG0013,2016-10-12 14:15:00+00:00,2016-10-12 16:00:00+00:00,Boeing 777-300,17259.344262295082
Москва,Санкт-Петербург,PG0013,2016-10-13 14:15:00+00:00,2016-10-13 16:00:00+00:00,Boeing 777-300,17810.600706713781
Москва,Санкт-Петербург,PG0013,2016-10-14 14:15:00+00:00,2016-10-14 16:00:00+00:00,Boeing 777-300,17312.025316455696
Москва,Санкт-Петербург,PG0013,2016-10-15 14:15:00+00:00,2016-10-15 16:00:00+00:00,Boeing 777-300,17634.219269102990
Москва,Санкт-Петербург,PG0013,2016-10-16 14:15:00+00:00,2016-10-16 16:00:00+00:00,Boeing 777-300,17432.268370607029
Москва,Санкт-Петербург,PG0013,2016-10-17 14:15:00+00:00,2016-10-17 16:00:00+00:00,Boeing 777-300,17392.500000000000
Москва,Санкт-Петербург,PG0013,2016-10-18 14:15:00+00:00,2016-10-18 16:00:00+00:00,Boeing 777-300,17124.161073825503
Москва,Санкт-Петербург,PG0013,2016-10-19 14:15:00+00:00,2016-10-19 16:00:00+00:00,Boeing 777-300,17362.460567823344
Москва,Санкт-Петербург,PG0013,2016-10-20 14:15:00+00:00,2016-10-20 16:00:00+00:00,Boeing 777-300,17127.019498607242
Москва,Санкт-Петербург,PG0013,2016-10-21 14:15:00+00:00,2016-10-21 16:00:00+00:00,Boeing 777-300,17250.467289719626
Москва,Санкт-Петербург,PG0013,2016-10-22 14:15:00+00:00,2016-10-22 16:00:00+00:00,Boeing 777-300,17505.730659025788
Москва,Санкт-Петербург,PG0013,2016-10-23 14:15:00+00:00,2016-10-23 16:00:00+00:00,Boeing 777-300,17127.692307692308
Москва,Санкт-Петербург,PG0013,2016-10-24 14:15:00+00:00,2016-10-24 16:00:00+00:00,Boeing 777-300,16931.290322580645
Москва,Санкт-Петербург,PG0013,2016-10-25 14:15:00+00:00,2016-10-25 16:00:00+00:00,Boeing 777-300,17392.615384615385
Москва,Санкт-Петербург,PG0013,2016-10-26 14:15:00+00:00,2016-10-26 16:00:00+00:00,Boeing 777-300,17333.860759493671
Москва,Санкт-Петербург,PG0013,2016-10-27 14:15:00+00:00,2016-10-27 16:00:00+00:00,Boeing 777-300,17447.260273972603
Москва,Санкт-Петербург,PG0013,2016-10-28 14:15:00+00:00,2016-10-28 16:00:00+00:00,Boeing 777-300,17295.604395604396
Москва,Санкт-Петербург,PG0013,2016-10-29 14:15:00+00:00,2016-10-29 16:00:00+00:00,Boeing 777-300,17302.272727272727
Москва,Санкт-Петербург,PG0013,2016-10-30 14:15:00+00:00,2016-10-30 16:00:00+00:00,Boeing 777-300,17061.231884057971
Москва,Санкт-Петербург,PG0013,2016-10-31 14:15:00+00:00,2016-10-31 16:00:00+00:00,Boeing 777-300,17133.898305084746
Москва,Санкт-Петербург,PG0013,2016-11-01 14:15:00+00:00,2016-11-01 16:00:00+00:00,Boeing 777-300,17644.354838709677
Москва,Санкт-Петербург,PG0013,2016-11-02 14:15:00+00:00,2016-11-02 16:00:00+00:00,Boeing 777-300,17065.536723163842
Москва,Санкт-Петербург,PG0013,2016-11-03 14:15:00+00:00,2016-11-03 16:00:00+00:00,Boeing 777-300,17455.128205128205
Москва,Санкт-Петербург,PG0013,2016-11-04 14:15:00+00:00,2016-11-04 16:00:00+00:00,Boeing 777-300,17866.887417218543
Москва,Санкт-Петербург,PG0013,2016-11-05 14:15:00+00:00,2016-11-05 16:00:00+00:00,Boeing 777-300,17332.374100719424
Москва,Санкт-Петербург,PG0013,2016-11-06 14:15:00+00:00,2016-11-06 16:00:00+00:00,Boeing 777-300,17283.439490445860
Москва,Санкт-Петербург,PG0013,2016-11-07 14:15:00+00:00,2016-11-07 16:00:00+00:00,Boeing 777-300,17214.074074074074
Москва,Санкт-Петербург,PG0013,2016-11-08 14:15:00+00:00,2016-11-08 16:00:00+00:00,Boeing 777-300,17417.647058823529
Москва,Санкт-Петербург,PG0013,2016-11-09 14:15:00+00:00,2016-11-09 16:00:00+00:00,Boeing 777-300,17464.000000000000
Москва,Санкт-Петербург,PG0013,2016-11-10 14:15:00+00:00,2016-11-10 16:00:00+00:00,Boeing 777-300,17081.132075471698
Москва,Санкт-Петербург,PG0013,2016-11-11 14:15:00+00:00,2016-11-11 16:00:00+00:00,Boeing 777-300,16844.186046511628
Москва,Санкт-Петербург,PG0013,2016-11-12 14:15:00+00:00,2016-11-12 16:00:00+00:00,Boeing 777-300,14000.000000000000
Москва,Санкт-Петербург,PG0014,2016-09-13 03:30:00+00:00,2016-09-13 03:55:00+00:00,Sukhoi SuperJet-100,4265.8536585365853659
Москва,Санкт-Петербург,PG0014,2016-09-14 03:30:00+00:00,2016-09-14 03:55:00+00:00,Sukhoi SuperJet-100,4227.7777777777777778
Москва,Санкт-Петербург,PG0014,2016-09-15 03:30:00+00:00,2016-09-15 03:55:00+00:00,Sukhoi SuperJet-100,3828.9473684210526316
Москва,Санкт-Петербург,PG0014,2016-09-16 03:30:00+00:00,2016-09-16 03:55:00+00:00,Sukhoi SuperJet-100,4323.0769230769230769
Москва,Санкт-Петербург,PG0014,2016-09-17 03:30:00+00:00,2016-09-17 03:55:00+00:00,Sukhoi SuperJet-100,4015.7894736842105263
Москва,Санкт-Петербург,PG0014,2016-09-18 03:30:00+00:00,2016-09-18 03:55:00+00:00,Sukhoi SuperJet-100,4083.7209302325581395
Москва,Санкт-Петербург,PG0014,2016-09-19 03:30:00+00:00,2016-09-19 03:55:00+00:00,Sukhoi SuperJet-100,4638.2352941176470588
Москва,Санкт-Петербург,PG0014,2016-09-20 03:30:00+00:00,2016-09-20 03:55:00+00:00,Sukhoi SuperJet-100,4684.2105263157894737
Москва,Санкт-Петербург,PG0014,2016-09-21 03:30:00+00:00,2016-09-21 03:55:00+00:00,Sukhoi SuperJet-100,3891.0714285714285714
Москва,Санкт-Петербург,PG0014,2016-09-22 03:30:00+00:00,2016-09-22 03:55:00+00:00,Sukhoi SuperJet-100,4306.7796610169491525
Москва,Санкт-Петербург,PG0014,2016-09-23 03:30:00+00:00,2016-09-23 03:55:00+00:00,Sukhoi SuperJet-100,4309.7222222222222222
Москва,Санкт-Петербург,PG0014,2016-09-24 03:30:00+00:00,2016-09-24 03:55:00+00:00,Sukhoi SuperJet-100,4028.7671232876712329
Москва,Санкт-Петербург,PG0014,2016-09-25 03:30:00+00:00,2016-09-25 03:55:00+00:00,Sukhoi SuperJet-100,4244.1558441558441558
Москва,Санкт-Петербург,PG0014,2016-09-26 03:30:00+00:00,2016-09-26 03:55:00+00:00,Sukhoi SuperJet-100,4069.2307692307692308
Москва,Санкт-Петербург,PG0014,2016-09-27 03:30:00+00:00,2016-09-27 03:55:00+00:00,Sukhoi SuperJet-100,4257.8313253012048193
Москва,Санкт-Петербург,PG0014,2016-09-28 03:30:00+00:00,2016-09-28 03:55:00+00:00,Sukhoi SuperJet-100,4175.9036144578313253
Москва,Санкт-Петербург,PG0014,2016-09-29 03:30:00+00:00,2016-09-29 03:55:00+00:00,Sukhoi SuperJet-100,4235.8974358974358974
Москва,Санкт-Петербург,PG0014,2016-09-30 03:30:00+00:00,2016-09-30 03:55:00+00:00,Sukhoi SuperJet-100,4064.3678160919540230
Москва,Санкт-Петербург,PG0014,2016-10-01 03:30:00+00:00,2016-10-01 03:55:00+00:00,Sukhoi SuperJet-100,4179.5180722891566265
Москва,Санкт-Петербург,PG0014,2016-10-02 03:30:00+00:00,2016-10-02 03:55:00+00:00,Sukhoi SuperJet-100,4066.2790697674418605
Москва,Санкт-Петербург,PG0014,2016-10-03 03:30:00+00:00,2016-10-03 03:55:00+00:00,Sukhoi SuperJet-100,4183.3333333333333333
Москва,Санкт-Петербург,PG0014,2016-10-04 03:30:00+00:00,2016-10-04 03:55:00+00:00,Sukhoi SuperJet-100,3925.8823529411764706
Москва,Санкт-Петербург,PG0014,2016-10-05 03:30:00+00:00,2016-10-05 03:55:00+00:00,Sukhoi SuperJet-100,4055.6818181818181818
Москва,Санкт-Петербург,PG0014,2016-10-06 03:30:00+00:00,2016-10-06 03:55:00+00:00,Sukhoi SuperJet-100,4129.5454545454545455
Москва,Санкт-Петербург,PG0014,2016-10-07 03:30:00+00:00,2016-10-07 03:55:00+00:00,Sukhoi SuperJet-100,4208.7500000000000000
Москва,Санкт-Петербург,PG0014,2016-10-08 03:30:00+00:00,2016-10-08 03:55:00+00:00,Sukhoi SuperJet-100,4046.2500000000000000
Москва,Санкт-Петербург,PG0014,2016-10-09 03:30:00+00:00,2016-10-09 03:55:00+00:00,Sukhoi SuperJet-100,4242.8571428571428571
Москва,Санкт-Петербург,PG0014,2016-10-10 03:30:00+00:00,2016-10-10 03:55:00+00:00,Sukhoi SuperJet-100,4055.6818181818181818
Москва,Санкт-Петербург,PG0014,2016-10-11 03:30:00+00:00,2016-10-11 03:55:00+00:00,Sukhoi SuperJet-100,4246.4285714285714286
Москва,Санкт-Петербург,PG0014,2016-10-12 03:30:00+00:00,2016-10-12 03:55:00+00:00,Sukhoi SuperJet-100,4145.3488372093023256
Москва,Санкт-Петербург,PG0014,2016-10-13 03:30:00+00:00,2016-10-13 03:55:00+00:00,Sukhoi SuperJet-100,4051.8987341772151899
Москва,Санкт-Петербург,PG0014,2016-10-14 03:30:00+00:00,2016-10-14 03:55:00+00:00,Sukhoi SuperJet-100,4116.8539325842696629
Москва,Санкт-Петербург,PG0014,2016-10-15 03:30:00+00:00,2016-10-15 03:55:00+00:00,Sukhoi SuperJet-100,4200.0000000000000000
Москва,Санкт-Петербург,PG0014,2016-10-16 03:30:00+00:00,2016-10-16 03:55:00+00:00,Sukhoi SuperJet-100,4091.6666666666666667
Москва,Санкт-Петербург,PG0014,2016-10-17 03:30:00+00:00,2016-10-17 03:55:00+00:00,Sukhoi SuperJet-100,4220.2531645569620253
Москва,Санкт-Петербург,PG0014,2016-10-18 03:30:00+00:00,2016-10-18 03:55:00+00:00,Sukhoi SuperJet-100,4235.2941176470588235
Москва,Санкт-Петербург,PG0014,2016-10-19 03:30:00+00:00,2016-10-19 03:55:00+00:00,Sukhoi SuperJet-100,4155.2941176470588235
Москва,Санкт-Петербург,PG0014,2016-10-20 03:30:00+00:00,2016-10-20 03:55:00+00:00,Sukhoi SuperJet-100,4201.2345679012345679
Москва,Санкт-Петербург,PG0014,2016-10-21 03:30:00+00:00,2016-10-21 03:55:00+00:00,Sukhoi SuperJet-100,4208.7500000000000000
Москва,Санкт-Петербург,PG0014,2016-10-22 03:30:00+00:00,2016-10-22 03:55:00+00:00,Sukhoi SuperJet-100,4089.4736842105263158
Москва,Санкт-Петербург,PG0014,2016-10-23 03:30:00+00:00,2016-10-23 03:55:00+00:00,Sukhoi SuperJet-100,4110.9756097560975610
Москва,Санкт-Петербург,PG0014,2016-10-24 03:30:00+00:00,2016-10-24 03:55:00+00:00,Sukhoi SuperJet-100,4088.0952380952380952
Москва,Санкт-Петербург,PG0014,2016-10-25 03:30:00+00:00,2016-10-25 03:55:00+00:00,Sukhoi SuperJet-100,4148.7179487179487179
Москва,Санкт-Петербург,PG0014,2016-10-26 03:30:00+00:00,2016-10-26 03:55:00+00:00,Sukhoi SuperJet-100,4046.2500000000000000
Москва,Санкт-Петербург,PG0014,2016-10-27 03:30:00+00:00,2016-10-27 03:55:00+00:00,Sukhoi SuperJet-100,3891.1392405063291139
Москва,Санкт-Петербург,PG0014,2016-10-28 03:30:00+00:00,2016-10-28 03:55:00+00:00,Sukhoi SuperJet-100,3973.4177215189873418
Москва,Санкт-Петербург,PG0014,2016-10-29 03:30:00+00:00,2016-10-29 03:55:00+00:00,Sukhoi SuperJet-100,4065.3846153846153846
Москва,Санкт-Петербург,PG0014,2016-10-30 03:30:00+00:00,2016-10-30 03:55:00+00:00,Sukhoi SuperJet-100,4045.0704225352112676
Москва,Санкт-Петербург,PG0014,2016-10-31 03:30:00+00:00,2016-10-31 03:55:00+00:00,Sukhoi SuperJet-100,3602.1739130434782609
Москва,Санкт-Петербург,PG0014,2016-11-01 03:30:00+00:00,2016-11-01 03:55:00+00:00,Sukhoi SuperJet-100,4232.8125000000000000
Москва,Санкт-Петербург,PG0014,2016-11-02 03:30:00+00:00,2016-11-02 03:55:00+00:00,Sukhoi SuperJet-100,4295.0000000000000000
Москва,Санкт-Петербург,PG0014,2016-11-03 03:30:00+00:00,2016-11-03 03:55:00+00:00,Sukhoi SuperJet-100,3891.1111111111111111
Москва,Санкт-Петербург,PG0014,2016-11-04 03:30:00+00:00,2016-11-04 03:55:00+00:00,Sukhoi SuperJet-100,4149.0909090909090909
Москва,Санкт-Петербург,PG0014,2016-11-05 03:30:00+00:00,2016-11-05 03:55:00+00:00,Sukhoi SuperJet-100,4131.2500000000000000
Москва,Санкт-Петербург,PG0014,2016-11-06 03:30:00+00:00,2016-11-06 03:55:00+00:00,Sukhoi SuperJet-100,3996.4285714285714286
Москва,Санкт-Петербург,PG0014,2016-11-07 03:30:00+00:00,2016-11-07 03:55:00+00:00,Sukhoi SuperJet-100,4362.1621621621621622
Москва,Санкт-Петербург,PG0014,2016-11-08 03:30:00+00:00,2016-11-08 03:55:00+00:00,Sukhoi SuperJet-100,4372.0930232558139535
Москва,Санкт-Петербург,PG0014,2016-11-09 03:30:00+00:00,2016-11-09 03:55:00+00:00,Sukhoi SuperJet-100,4696.9696969696969697
Москва,Санкт-Петербург,PG0014,2016-11-10 03:30:00+00:00,2016-11-10 03:55:00+00:00,Sukhoi SuperJet-100,3622.7272727272727273
Москва,Санкт-Петербург,PG0014,2016-11-11 03:30:00+00:00,2016-11-11 03:55:00+00:00,Sukhoi SuperJet-100,3706.2500000000000000
Москва,Санкт-Петербург,PG0014,2016-11-12 03:30:00+00:00,2016-11-12 03:55:00+00:00,Sukhoi SuperJet-100,3300.0000000000000000
Москва,Санкт-Петербург,PG0015,2016-09-16 08:40:00+00:00,2016-09-16 11:20:00+00:00,Bombardier CRJ-200,18872.727272727273
Москва,Санкт-Петербург,PG0015,2016-09-19 08:40:00+00:00,2016-09-19 11:20:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0015,2016-09-23 08:40:00+00:00,2016-09-23 11:20:00+00:00,Bombardier CRJ-200,18992.307692307692
Москва,Санкт-Петербург,PG0015,2016-09-26 08:40:00+00:00,2016-09-26 11:20:00+00:00,Bombardier CRJ-200,18971.428571428571
Москва,Санкт-Петербург,PG0015,2016-09-30 08:40:00+00:00,2016-09-30 11:20:00+00:00,Bombardier CRJ-200,19045.454545454545
Москва,Санкт-Петербург,PG0015,2016-10-03 08:40:00+00:00,2016-10-03 11:20:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0015,2016-10-07 08:40:00+00:00,2016-10-07 11:20:00+00:00,Bombardier CRJ-200,18846.153846153846
Москва,Санкт-Петербург,PG0015,2016-10-10 08:40:00+00:00,2016-10-10 11:20:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0015,2016-10-14 08:40:00+00:00,2016-10-14 11:20:00+00:00,Bombardier CRJ-200,18872.727272727273
Москва,Санкт-Петербург,PG0015,2016-10-17 08:40:00+00:00,2016-10-17 11:20:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0015,2016-10-21 08:40:00+00:00,2016-10-21 11:20:00+00:00,Bombardier CRJ-200,18858.333333333333
Москва,Санкт-Петербург,PG0015,2016-10-24 08:40:00+00:00,2016-10-24 11:20:00+00:00,Bombardier CRJ-200,18937.500000000000
Москва,Санкт-Петербург,PG0015,2016-10-28 08:40:00+00:00,2016-10-28 11:20:00+00:00,Bombardier CRJ-200,18858.333333333333
Москва,Санкт-Петербург,PG0015,2016-10-31 08:40:00+00:00,2016-10-31 11:20:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-09-24 10:30:00+00:00,2016-09-24 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-09-27 10:30:00+00:00,2016-09-27 13:10:00+00:00,Bombardier CRJ-200,18971.428571428571
Москва,Санкт-Петербург,PG0016,2016-10-01 10:30:00+00:00,2016-10-01 13:10:00+00:00,Bombardier CRJ-200,18872.727272727273
Москва,Санкт-Петербург,PG0016,2016-10-04 10:30:00+00:00,2016-10-04 13:10:00+00:00,Bombardier CRJ-200,19016.666666666667
Москва,Санкт-Петербург,PG0016,2016-10-08 10:30:00+00:00,2016-10-08 13:10:00+00:00,Bombardier CRJ-200,19175.000000000000
Москва,Санкт-Петербург,PG0016,2016-10-11 10:30:00+00:00,2016-10-11 13:10:00+00:00,Bombardier CRJ-200,19016.666666666667
Москва,Санкт-Петербург,PG0016,2016-10-15 10:30:00+00:00,2016-10-15 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-10-18 10:30:00+00:00,2016-10-18 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-10-22 10:30:00+00:00,2016-10-22 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-10-25 10:30:00+00:00,2016-10-25 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-10-29 10:30:00+00:00,2016-10-29 13:10:00+00:00,Bombardier CRJ-200,19080.000000000000
Москва,Санкт-Петербург,PG0016,2016-11-01 10:30:00+00:00,2016-11-01 13:10:00+00:00,Bombardier CRJ-200,18700.000000000000
Москва,Санкт-Петербург,PG0016,2016-11-05 10:30:00+00:00,2016-11-05 13:10:00+00:00,Bombardier CRJ-200,18858.333333333333
Москва,Санкт-Петербург,PG0016,2016-11-08 10:30:00+00:00,2016-11-08 13:10:00+00:00,Bombardier CRJ-200,18937.500000000000
Москва,Санкт-Петербург,PG0019,2016-09-13 14:10:00+00:00,2016-09-13 15:30:00+00:00,Bombardier CRJ-200,9558.8235294117647059
Москва,Санкт-Петербург,PG0019,2016-09-14 14:10:00+00:00,2016-09-14 15:30:00+00:00,Bombardier CRJ-200,9558.8235294117647059
Москва,Санкт-Петербург,PG0019,2016-09-15 14:10:00+00:00,2016-09-15 15:30:00+00:00,Bombardier CRJ-200,9529.4117647058823529
Москва,Санкт-Петербург,PG0019,2016-09-16 14:10:00+00:00,2016-09-16 15:30:00+00:00,Bombardier CRJ-200,9588.2352941176470588
Москва,Санкт-Петербург,PG0019,2016-09-17 14:10:00+00:00,2016-09-17 15:30:00+00:00,Bombardier CRJ-200,9614.2857142857142857
Москва,Санкт-Петербург,PG0019,2016-09-18 14:10:00+00:00,2016-09-18 15:30:00+00:00,Bombardier CRJ-200,9590.9090909090909091
Москва,Санкт-Петербург,PG0019,2016-09-19 14:10:00+00:00,2016-09-19 15:30:00+00:00,Bombardier CRJ-200,9590.9090909090909091
Москва,Санкт-Петербург,PG0019,2016-09-20 14:10:00+00:00,2016-09-20 15:30:00+00:00,Bombardier CRJ-200,9588.2352941176470588
Москва,Санкт-Петербург,PG0019,2016-09-21 14:10:00+00:00,2016-09-21 15:30:00+00:00,Bombardier CRJ-200,9621.2121212121212121
Москва,Санкт-Петербург,PG0019,2016-09-22 14:10:00+00:00,2016-09-22 15:30:00+00:00,Bombardier CRJ-200,9617.6470588235294118
Москва,Санкт-Петербург,PG0019,2016-09-23 14:10:00+00:00,2016-09-23 15:30:00+00:00,Bombardier CRJ-200,9555.5555555555555556
Москва,Санкт-Петербург,PG0019,2016-09-24 14:10:00+00:00,2016-09-24 15:30:00+00:00,Bombardier CRJ-200,9617.6470588235294118
Москва,Санкт-Петербург,PG0019,2016-09-25 14:10:00+00:00,2016-09-25 15:30:00+00:00,Bombardier CRJ-200,9562.5000000000000000
Москва,Санкт-Петербург,PG0019,2016-09-26 14:10:00+00:00,2016-09-26 15:30:00+00:00,Bombardier CRJ-200,9617.6470588235294118
